Ten,Gia ban,Nhom,So lg.,Ma vach,Gia nhap,DpH,
Yo sirup z bezovychkvetu 0.7l,79.9,09 -- Napoje,-38,9001400004835,0,,
YOGURT 130G,15.9,13 -- Potraviny,0,85958838,,,
Yoo hoo caramel 50g,19.9,13 -- Potraviny,-12,5205422000002,,,
Yoohoo! vafle cocoa 50g,19.9,13 -- Potraviny,-54,5205422170163,,,
Yoohoo! vafle jahoda 50g,19.9,13 -- Potraviny,-34,5205422014122,0,,
Yoohoo! vafle kakao 50g,19.9,13 -- Potraviny,-38,5205422170002,0,,
Yoohoo! vafle vanilka 50g,19.9,13 -- Potraviny,-35,5205422400017,0,,
Yoplait Extra kiwi 125g,9.9,13 -- Potraviny,0,85940796,0,,
Yoplait Extra Porce jahoda 125g,10.9,13 -- Potraviny,0,85940154,0,,
Yoplait Extra Porce meruHka 125g,9.9,13 -- Potraviny,0,85940161,0,,
Yoplait light Extra-ananas125g,10.9,13 -- Potraviny,0,85940789,0,,
YOPOKKI ricecake cup kimchi 115g KR,79.9,13 -- Potraviny,-5,8809054401915,,,
Yopom stick 180g,29.9,13 -- Potraviny,0,8690840226443,,,
You Srup Citrus-Mix 0.7l,59.9,09 -- Napoje,0,9001400001520,0,,
yoy max 25ml,99.9,04 -- Drogerie,0,8595600902653,0,,
YPA! Pelmeni 1.6kg,259,13 -- Potraviny,-50,4250239118571,,,
YPA! Pelmeni 1.6kg,259,13 -- Potraviny,-30,4250239118557,,,
YPA! pelmeni 800g,129,13 -- Potraviny,-135,4250239118588,,,
YPA! Pelmeni 800g,129,13 -- Potraviny,-55,4250239118564,,,
YUKGAEJANG 120g,44.9,13 -- Potraviny,-18,074603003171,,,
Yum yum chicken 70g,44.9,13 -- Potraviny,-11,8852018201021,,,
Yum yum inst nudle 60g,19.9,13 -- Potraviny,-30,8852018101062,,,
Yum Yum Nudle 70g,44.9,13 -- Potraviny,0,8852018201014,,,
Yum yum nulova hovezi60g,12.9,13 -- Potraviny,0,8852018101017,0,,
Yum yum shrimp 70g,44.9,15 -- Textil,-11,8852018201045,,,
Yumi Gummi candy  80g,10.9,13 -- Potraviny,0,4013443490532,0,,
YUMM GUMMI  frozen yogo 100g,17.9,14 -- Sladkosti,0,4823077621345,,,
Yumm Gummi 100g,14.9,13 -- Potraviny,0,4823077621307,,,
yumm gummi fizzy worms 100g,17.9,14 -- Sladkosti,0,4823077622175,,,
yumm gummi funny cola 100g,17.9,13 -- Potraviny,0,4823077622090,,,
yummi gummi zebra -fish 100g,14.9,13 -- Potraviny,0,4823077621321,,,
Yummy bakes 5x23g,34.9,13 -- Potraviny,-47,5060318667284,,,
Yummy bakes 5x23g,34.9,13 -- Potraviny,-36,5060318667031,,,
Yumyum nudlova kureci 60g,19.9,13 -- Potraviny,-29,8852018101024,0,,
Yumyum nudlovapolevka prichuti 60g,12.9,13 -- Potraviny,-32,8852018101055,0,,
Yupo zele 180g,29.9,13 -- Potraviny,0,8690840226344,,,
Yuzu caj 400g,159,13 -- Potraviny,-2,8805957017598,,,
Z.k. Odol  klasicky st?edni,59.9,04 -- Drogerie,0,8590335004412,0,,
Zahradni smes,9.9,13 -- Potraviny,0,5900675003663,0,,
Zahustene mleko 397g,34.9,13 -- Potraviny,0,20382506,0,,
Zajik v mlecne cokolade 60g,9.9,13 -- Potraviny,0,5906868445128,0,,
Zakovy kolecka vajecne testoviny 500g,17.9,13 -- Potraviny,0,8593912010615,0,,
Zakovy penne  vajecne testoviny 500g,24.9,13 -- Potraviny,0,8593912010646,0,,
Zakovy vlasove nudle vajecne testoviny 500g,24.9,13 -- Potraviny,0,8593912010639,0,,
Zakys jahoda 450g,23.9,13 -- Potraviny,0,8593803133812,0,,
Zakys Madeta lesni 450g,23.9,13 -- Potraviny,0,8593803133874,0,,
Zakysana extra 15% 180g,19.9,13 -- Potraviny,0,4014500033884,14.9,,
zakysana smetana 180g,14.9,13 -- Potraviny,0,8585002505729,,12,
Zakysana smetana 180g,14.9,13 -- Potraviny,0,8594007095241,0,,
zakysana smetana 180g .,19.9,13 -- Potraviny,0,8593803141343,0,,
Zakysana smetana 190g,17.9,13 -- Potraviny,0,8594002786175,0,,
Zakysana smetana 190g,14.9,13 -- Potraviny,0,8594012700253,0,,
Zakysana smetana 190g,14.9,13 -- Potraviny,0,8594012700307,0,,
Zakysana smetana 200g,21.9,11 -- Ovoce - Zelenina,0,8594002786298,0,,
Zakysana Smetana de luxe 200g,22.9,13 -- Potraviny,0,85930605,0,12,
zakysana smetana klasik 200g,19.9,13 -- Potraviny,0,8594002786281,0,,
zakysane 180g,17.9,13 -- Potraviny,0,8593803141305,0,,
Zalesacky gulas 415g,32.9,13 -- Potraviny,0,8594001693375,21.78,,
zambion houbi 500g,109,13 -- Potraviny,-4,4250239112647,,,
zamecka 350g,36.9,13 -- Potraviny,-15,8594001041145,,,
Zamecka cise - bile 1l,29.9,01 -- Alkohol - Pivo - Víno,0,8594121270142,0,,
Zamecka cise - cervene 1l,29.9,01 -- Alkohol - Pivo - Víno,0,8594121270159,0,,
Zamecka Modryportugal 1l,59,01 -- Alkohol - Pivo - Víno,0,8594063030156,0,,
Zamecka panna bile 2l,40,01 -- Alkohol - Pivo - Víno,0,5990773700533,0,,
Zamecka panna cervene 2l,44.9,01 -- Alkohol - Pivo - Víno,0,5990722001902,0,,
Zámecké 1l bílé 10.5%,39.9,01 -- Alkohol - Pivo - Víno,-34,8594121270241,0,,
Zamecke cer.vino 1l,39.9,01 -- Alkohol - Pivo - Víno,-40,8594121270258,0,,
Zamecke chardonnay 750ml,95,01 -- Alkohol - Pivo - Víno,0,8594002234447,0,,
Zamecke mÃ�Â¼ller thurgau 750ml,89,01 -- Alkohol - Pivo - Víno,0,8594002234348,0,,
Zamecke modry portugal 750ml,89,01 -- Alkohol - Pivo - Víno,0,8594002234324,0,21,
Zamecke Rulandske bile  750ml,89,01 -- Alkohol - Pivo - Víno,0,8594002234362,49.9,21,
Zamecke Rulandske Modre 750ml,89,01 -- Alkohol - Pivo - Víno,0,8594002234454,0,,
Zamecke Ryzlink rynsky 0.75L,89,03 -- Domaci potreby - Elektro,0,8594002234379,0,,
Zamecke ryzlink vlassky 750ml,89,13 -- Potraviny,0,8594002234386,0,,
Zamecke svatovavrinecke 750ml,89,01 -- Alkohol - Pivo - Víno,0,8594002234409,0,,
Zamecke Tramin cerveny 0.75l,105,01 -- Alkohol - Pivo - Víno,0,8594002234423,0,21,
Zamecke veltlinske zelene 750ml,89,01 -- Alkohol - Pivo - Víno,0,8594002234355,0,21,
Zamecky syr 45% platky,23.9,13 -- Potraviny,0,8594000781608,0,,
zamecky vino 1l,29.9,01 -- Alkohol - Pivo - Víno,0,8594172961105,0,,
Zampion 250g,44.9,11 -- Ovoce - Zelenina,-65,20242169,0,,
Zampion 400g,54.9,13 -- Potraviny,-219,20892623,,,
Zampion 400g,49.9,13 -- Potraviny,-2,4049727014491,,,
Zampion 400g,54.9,11 -- Ovoce - Zelenina,-9,8594025461660,,,
Zampion 425g,49.9,13 -- Potraviny,0,4316734039572,,,
Zampion Cerstve 250g,29.9,11 -- Ovoce - Zelenina,0,8594045871258,0,12,
Zampion cerstve 400g,39.9,13 -- Potraviny,0,8594045100518,0,12,
Zampion zahradni 500g,45.9,11 -- Ovoce - Zelenina,0,20242176,,,
Zampioni 480g,84.9,13 -- Potraviny,-5,4250239112654,,,
zampionova polevka 60g,26.9,13 -- Potraviny,0,8712566051991,0,,
Žampionový salám 100g,15.9,13 -- Potraviny,0,8594036020085,0,,
Zampiony  750g,49.9,11 -- Ovoce - Zelenina,0,20413132,,,
Zampiony 184g,19.9,13 -- Potraviny,0,8595139788742,,,
Zampiony 230g,36.9,11 -- Ovoce - Zelenina,-2,20242183,,,
zampiony 250g,29.9,13 -- Potraviny,0,8594045100525,,,
zampiony 290g,23.9,13 -- Potraviny,0,20004101,0,12,
Zampiony 300g,54.9,13 -- Potraviny,-55,20943509,,,
Zampiony 400g,22.9,13 -- Potraviny,0,4300175471671,0,,
Zampiony 400g,26.9,13 -- Potraviny,0,8595139788728,,,
Zampiony cele 170g,27.9,13 -- Potraviny,0,8710609412846,0,12,
zampiony krajene 400g,29.9,13 -- Potraviny,0,8710609341412,0,,
Zampiony Krajene -Giana 314ml,36.9,13 -- Potraviny,-23,8594012792883,0,12,
Zampiony krajene Nowaco 350g,39.9,13 -- Potraviny,-9,8594001043521,0,12,
zapalky,2,03 -- Domaci potreby - Elektro,0,DM,0,,
zapalky,2,03 -- Domaci potreby - Elektro,0,z,0,,
Zapalky,2,02 -- Cigarety - Tabak - Mobil,0,8594054670033,0,,
Zapalky,2,13 -- Potraviny,0,8595025702302,0,,
zapalovac,10,04 -- Drogerie,0,z1,30,,
zapalovac,10,04 -- Drogerie,0,8594029216006,,,
Zapalovac,14.9,03 -- Domaci potreby - Elektro,-71,8594029211964,4.5,,
Zapalovac,10,03 -- Domaci potreby - Elektro,0,8594165390011,0,,
Zapalovac,6,03 -- Domaci potreby - Elektro,0,85952126,0,21,
Zapalovac,5,03 -- Domaci potreby - Elektro,0,8936045110201,0,,
Zapalovac,10,03 -- Domaci potreby - Elektro,0,bl,0,,
Zapalovac,10,04 -- Drogerie,0,8590379321995,,,
Zapalovac,10,04 -- Drogerie,0,4260000041724,,,
Zapalovac,10,04 -- Drogerie,0,8595025705662,,,
Zapalovac,15,04 -- Drogerie,0,8590379320479,,,
Zapalovac,10,04 -- Drogerie,0,8594029213302,,,
Zapalovac,15,04 -- Drogerie,0,8590379324033,,,
Zapalovac,10,04 -- Drogerie,0,8594029216082,,,
Zapalovac,10,04 -- Drogerie,0,8590379322459,,,
Zapalovac,10,04 -- Drogerie,0,8590379322008,,,
Zapalovac,19.9,03 -- Domaci potreby - Elektro,-58,8594184848555,,,
Zapalovac,39.9,04 -- Drogerie,0,8595249112093,,,
Zapalovac,10,13 -- Potraviny,-23,3661075266622,,,
Zapalovac,59.9,03 -- Domaci potreby - Elektro,-7,8594029213494,,,
Zapalovač,10,13 -- Potraviny,0,4260000030926,0,,
Zapalovač,10,03 -- Domaci potreby - Elektro,0,50480913,0,,
Zapalovač,10,04 -- Drogerie,-109,8590379130207,0,,
Zapalovač,10,04 -- Drogerie,0,8594029213265,0,,
Zapalovač,10,03 -- Domaci potreby - Elektro,0,8594029213760,0,,
Zapalovač,15,03 -- Domaci potreby - Elektro,-39,8594029216020,0,,
Zapalovac  CLIPPER,19.9,03 -- Domaci potreby - Elektro,0,8412765008504,,,
Zapalovac 3ks,28.9,03 -- Domaci potreby - Elektro,-8,4004753956092,,,
Zapalovac ait girls,10,04 -- Drogerie,0,8594029211988,0,,
Zapalovac clipper,24.9,03 -- Domaci potreby - Elektro,-435,8412765508905,,,
zapalovac USB lighter,99,04 -- Drogerie,0,8084310936015,,21,
Zapalovace,10,03 -- Domaci potreby - Elektro,0,8594029213005,0,,
ZApalovat,10,03 -- Domaci potreby - Elektro,0,8590379319732,0,,
Zapecene filety 50g,16.9,13 -- Potraviny,0,8593837239832,0,,
Zapekaci a grilovaci 3ks,32.9,04 -- Drogerie,0,5902841431911,,,
zapion 480g,109,13 -- Potraviny,-2,4250239112715,,,
zapolovac,10,13 -- Potraviny,0,8594029216167,,,
Zapolovac,10,15 -- Textil,-22,3661075270148,,,
ZAPOLOVAC cricket,24.9,03 -- Domaci potreby - Elektro,0,8710732232427,,21,
Zardetto prosecco doc 0.75l,209,01 -- Alkohol - Pivo - Víno,0,8051566563432,,,
ZARDETTO PROSECCO DOC 0.75L,179,02 -- Cigarety - Tabak - Mobil,-3,8051566563326,,,
zarovka,19.9,03 -- Domaci potreby - Elektro,-2,8595557035626,,,
Zarovka,19.9,03 -- Domaci potreby - Elektro,-2,8595557031864,,,
Zarovka,19.9,02 -- Cigarety - Tabak - Mobil,-2,8595557035619,,,
Zarovka  60W,19.9,03 -- Domaci potreby - Elektro,0,8595557031772,,,
zarovka  inca 75w,19.9,04 -- Drogerie,0,8592412877759,0,,
Zarovka 100w,19.9,04 -- Drogerie,0,8595557031796,,,
Zarovka 100w bc,19.9,04 -- Drogerie,0,8595159802428,0,,
zarovka 25w,19.9,04 -- Drogerie,0,8595159809533,0,,
zarovka 25w,25,04 -- Drogerie,0,8592412843259,,21,
Zarovka 25W,19.9,03 -- Domaci potreby - Elektro,0,8595557035558,,,
zarovka 40w,19.9,04 -- Drogerie,0,8592412874406,0,,
zarovka 40w,25,03 -- Domaci potreby - Elektro,0,8595557035312,0,,
Zarovka 40w,19.9,04 -- Drogerie,-12,8595159869681,,,
Zarovka 40W,19.9,03 -- Domaci potreby - Elektro,0,8595557031765,,,
zarovka 60w,19.9,04 -- Drogerie,0,8595159809557,0,,
zarovka 60w,25,03 -- Domaci potreby - Elektro,0,8595557035299,0,,
zarovka 60w,19.9,04 -- Drogerie,0,8595557035527,0,,
Zarovka 60w,19.9,04 -- Drogerie,-11,8595159869650,,,
Zarovka 60w bc,19.9,04 -- Drogerie,0,8595159802404,0,,
Zarovka 75w,19.9,04 -- Drogerie,-6,8588006246070,,,
Zarovka 75w,19.9,04 -- Drogerie,-7,8595159869742,,,
Zarovka 75w,19.9,04 -- Drogerie,-13,8595159869711,,,
zarovka cira lamps 75w,19.9,04 -- Drogerie,0,8595557035169,0,,
zarovka inca 40w,19.9,04 -- Drogerie,0,8592412877407,7,,
zarovka inca 60w,19.9,04 -- Drogerie,0,8592412877605,7,,
Zarovka Standard 100w,19.9,04 -- Drogerie,0,8595557035114,0,21,
Zartbitter100g,19.9,13 -- Potraviny,0,20088040,0,,
Zarvor,139,11 -- Ovoce - Zelenina,0,30,0,,
Zasobnik na sacky,44.9,04 -- Drogerie,-6,8595249166867,,,
zasunte tycinku do stojanku 20ks,29.9,04 -- Drogerie,-9,8595556482162,,,
Zatah. sáčky na odpad 60l,39.9,04 -- Drogerie,-26,8595249147057,0,,
Zatkova jemna krupicka 500g,25.9,13 -- Potraviny,-104,8593912010066,0,12,
Zátková mouka hladká 1kg,19.9,13 -- Potraviny,0,8593912010127,0,,
Zátkova mouka hrubá 1kg,14.9,13 -- Potraviny,0,8593912010103,0,,
Zátková mouka polohrubá 1kg,14.9,13 -- Potraviny,0,8593912010110,0,,
Zatkovy 500g,24.9,13 -- Potraviny,0,8593912010578,0,12,
Zatkovy kolinka 500g,26.9,13 -- Potraviny,0,8593912010561,0,,
Zatkovy nudle siroke 500g,31.9,13 -- Potraviny,0,8593912013814,0,,
ZATKOVY Polevkove nudle  500g,26.9,13 -- Potraviny,0,8593912010660,0,,
Zatkovy vajec. tes. spagety 500g,22.9,13 -- Potraviny,0,8593912010028,12.9,,
Zatkovy Vajec. testoviny kolinka 400g,22.9,13 -- Potraviny,0,8593912014798,12.8,,
Zatkovy Vajec. testoviny siroke nudle 400g,18.9,13 -- Potraviny,0,8593912012923,0,,
Zatkovy vajec. testoviny siroke nudle 500,26.9,13 -- Potraviny,0,8593912014804,0,,
Zatkovy Vajec. testoviny vretena,17.9,13 -- Potraviny,0,8593912010608,0,,
Zátkovy vaječné těstoviny 500g,24.9,13 -- Potraviny,0,8593912010653,0,,
Zatkovy Vajecne testoviny Fleky,13.9,13 -- Potraviny,0,8593912010585,0,,
Zatkovy vtetena Vajecne Testoviny 500g,26.9,13 -- Potraviny,0,8593912013791,12.42,,
Zatkovy zavarkove 500g,24.9,13 -- Potraviny,0,8593912012800,0,,
zauzeny sunkovy salam 100g,16.9,13 -- Potraviny,0,8592890000168,0,,
Zavarenina s visni 680g,125,13 -- Potraviny,-3,4250239112456,,,
Zavarenina z jahod 690g,109,13 -- Potraviny,0,4250239112470,,,
Zavarenina z lesnich jahod 690g,255,13 -- Potraviny,-3,4250239112487,,,
Zavarenina z malin 680g,109,13 -- Potraviny,0,4260127127578,,,
Zavarenina z meruněk od Marusi 680g,130,13 -- Potraviny,-3,4260127127509,,,
Zavarenina z ostružiny 690g,119,13 -- Potraviny,-3,4250239121250,,,
Zavarenina ze švestek 690g,119,13 -- Potraviny,-3,4250239121267,,,
Zavarenina ze zelenych 680g,135,13 -- Potraviny,-3,4260127127547,,,
Zavin,23.9,12 -- Pecivo,-1,15,9.9,,
Zavin makovy 400g,46.9,13 -- Potraviny,-56,8595034224642,0,,
Zavin tvarohovy 180g,32.9,12 -- Pecivo,-300,17,0,,
Zavin tvarohovy 400g,49.9,13 -- Potraviny,-577,8595034224635,0,,
Zavinace 400g,39.9,13 -- Potraviny,0,8595011098846,0,,
Zavitky 10ks,199,13 -- Potraviny,-10,8594061370049,,,
Zavitky 10ks,199,13 -- Potraviny,-12,8594061378083,,,
Zavitky s krenem 200g,34.9,13 -- Potraviny,-8,8595190713271,,,
Zavitky v rosolu 200g,17.9,13 -- Potraviny,0,8595011098754,0,,
Zavorovy caj 20x2g,54.9,13 -- Potraviny,0,8586004534069,,,
Zazuor caj 40g,44.9,13 -- Potraviny,-2,8586005100102,,,
Zázvor,159,11 -- Ovoce - Zelenina,-75.044,323,0,,
zazvor  nasushi 110g,59.9,13 -- Potraviny,0,6933362464187,0,12,
zazvor (cina),149,13 -- Potraviny,-2.172,43,0,,
Zazvor 100gt,44.9,13 -- Potraviny,-2,9310432003786,,,
Zazvor 150g,39.9,13 -- Potraviny,0,6938041124536,,,
zazvor 190g,59.9,13 -- Potraviny,-7,4056489577997,,,
Zazvor 227g,49.9,13 -- Potraviny,0,084909002471,0,,
Zazvor 700g,69.9,13 -- Potraviny,0,8855273003942,0,12,
Zazvor bonbony 125g,39.9,13 -- Potraviny,-6,8991002301436,,,
Zazvor caj 40g,44.9,13 -- Potraviny,-5,8586005108061,,,
Zazvor etra silny 40g,44.9,13 -- Potraviny,0,8586005108719,,,
Zazvor kostky 100g,21.9,13 -- Potraviny,0,8594040230203,0,,
Zázvor kostky 100g,27.9,11 -- Ovoce - Zelenina,0,8594017562948,0,,
zazvor krajeny 200g,39.9,13 -- Potraviny,-17,4035458202863,0,12,
Zazvor limetka a vitamin c 36g,44.9,13 -- Potraviny,-11,8586005101369,,,
Zazvor mlety 22g,20.9,13 -- Potraviny,0,8590132015246,0,12,
Zazvor mlety avokado 20g,18.9,13 -- Potraviny,-33,8595012002750,0,12,
zazvor na sushi 100g,39.9,13 -- Potraviny,0,9310432001683,0,,
Zazvor na sushi 350g,59.9,13 -- Potraviny,-6,8855273012173,0,12,
Zazvor ruzovy 240g,44.9,13 -- Potraviny,0,8717703635096,,,
Zazvor skorica 36g,44.9,13 -- Potraviny,-4,8586005101321,,,
Zazvor tea 40g,39.9,13 -- Potraviny,0,8586005108733,,,
Zazvorove bonbony 125g,39.9,13 -- Potraviny,-4,8991002340305,,,
zazvorove kousky 100g,29.9,13 -- Potraviny,0,8594014780918,0,,
Zazvorove Perun 100g,28.9,13 -- Potraviny,0,8594014781519,0,,
Zazvorove pivo 0.33l,29.9,09 -- Napoje,0,5029578000972,,,
Zazvorove pivo 0.33l,34.9,09 -- Napoje,-326,5029788180075,,,
zazvorovy bonbon 200g,69.9,13 -- Potraviny,0,850003100036,,,
Zazvorovy bonbon 200g,69.9,13 -- Potraviny,0,850003100043,,,
Zazvorovy bonbon 200g,69.9,13 -- Potraviny,0,850003100029,,,
Zazvorovy bonbon 200g,69.9,13 -- Potraviny,0,850003100012,,,
Zazvorovy bonbon 56g,38.9,13 -- Potraviny,-66,011747615105,20,,
zazvorovy bylinny caj s limetkou 40g,44.9,13 -- Potraviny,0,5900675007678,,,
zazvorovy caj 400g,169,13 -- Potraviny,-7,8805957017635,,,
Zbojnicky salat Boneco 150g,25.9,13 -- Potraviny,-41,8595008735686,0,12,
Zboží 40084756,14.9,13 -- Potraviny,0,40084756,0,,
Zboží 5900396022455,39.9,13 -- Potraviny,-24,5900396022455,0,,
Zboží 8588004346376,34.9,01 -- Alkohol - Pivo - Víno,0,8588004346376,0,12,
Zboží 8590077311199,25.9,13 -- Potraviny,0,8590077311199,0,,
Zboží 8594005438347,22.9,13 -- Potraviny,0,8594005438347,0,,
Zboží 8594005438361,22.9,13 -- Potraviny,0,8594005438361,0,,
Zboží 8595098200347,26.9,13 -- Potraviny,0,8595098200347,0,,
Zboží 8595249171786,49.9,04 -- Drogerie,-1,8595249171786,0,21,
Zboží 8595249175814,59.9,13 -- Potraviny,-1,8595249175814,0,,
Zboží 8595249194570,89,04 -- Drogerie,-1,8595249194570,0,21,
Zboží 8712561277242,27.9,13 -- Potraviny,0,8712561277242,0,,
Zboží 8713141200025,59.9,13 -- Potraviny,-3,8713141200025,0,,
Zboží 8938507039136,54.9,13 -- Potraviny,0,8938507039136,0,,
Zboží import,24.9,03 -- Domaci potreby - Elektro,0,8591177057994,0,,
Zboží import,25.9,13 -- Potraviny,0,8594013180092,0,,
ZDRAVA SNIDANE 78g,34.9,13 -- Potraviny,0,8594176560908,,,
Zdrave Ranajky 78g,34.9,13 -- Potraviny,0,8594176560830,,,
zdravotni naplast 20ks,39.9,03 -- Domaci potreby - Elektro,0,4014424002355,0,,
zdravotni naplast 50ks,34.9,03 -- Domaci potreby - Elektro,0,4260206624202,0,,
Zdravotni thermo 1ks,26.9,04 -- Drogerie,0,8590020893017,0,,
ZDRRAVIOTNI THERMO 1KS,26.9,04 -- Drogerie,0,8590020892928,0,,
Zedazeni Limonada 500ml,49.9,09 -- Napoje,-152,4860103350121,,,
zeelena paprika 150g,49.9,13 -- Potraviny,0,4337185690143,,,
Zefi se smetanovou 310g,99,14 -- Sladkosti,-73,4250370568938,,,
Zefir 310g,89,13 -- Potraviny,0,4623720616182,,,
zefir 390g,119,13 -- Potraviny,-23,4623720616229,,,
zefir 420g,109,13 -- Potraviny,-5,4623721523458,,,
zefir 420g,119,13 -- Potraviny,-4,4250370568877,,,
zefir 450g,119,13 -- Potraviny,-6,4250370568853,,,
Zefir bilo ruzuvy 320g,79.9,13 -- Potraviny,-10,4820220470348,,,
ZEFIR BILORUZOVY 420G,109,13 -- Potraviny,-17,4250370568860,,,
Zefir jablecny 310g,69.9,13 -- Potraviny,0,4250370568945,,,
Zefir jahoda -smetana 300g,95,13 -- Potraviny,-6,4670033030259,,,
Zefir lila -ruzovy 310g,99,14 -- Sladkosti,-73,4250370568891,,,
Zefir marshmellow,9.9,13 -- Potraviny,0,6941051310004,,,
Zefir se smetanovou 350g,119,13 -- Potraviny,-50,4627162522216,,,
Zefir se smetanovou 390g,119,14 -- Sladkosti,-50,4250370568969,,,
Zelatina 20g,15.9,13 -- Potraviny,0,8594009043851,0,,
Zelatina 20g,15.9,13 -- Potraviny,0,8594009043868,0,,
Zelatina 20g extra silna,24.9,13 -- Potraviny,0,8584002005550,0,,
zelatina cira 20g,16.9,15 -- Textil,-40,8594009160176,,,
Zelatina jemne mleta 20g,24.9,13 -- Potraviny,0,8595072600125,17.88,,
Želatina na vaječnou tlačenku 20g,17.9,13 -- Potraviny,-4,8594009160091,0,,
Zele 100g,29.9,13 -- Potraviny,0,8410525211096,,,
Zele 350g,44.9,13 -- Potraviny,0,5903839701252,,,
Zele 400g,44.9,13 -- Potraviny,0,5903839701276,,,
Zele bobony 100g,29.9,13 -- Potraviny,0,4820218095751,,,
Zele bobony 100g,32.9,13 -- Potraviny,0,4820218095737,,,
Zele bobony 100g,29.9,13 -- Potraviny,0,4820218095768,,,
Zele bobony 200g,29.9,13 -- Potraviny,0,4820042651994,,,
Zele bobony 200g,29.9,13 -- Potraviny,0,4820042655046,,,
Zele bobony 200g,29.9,13 -- Potraviny,0,4820201210284,,,
Zele bobony 200g,29.9,13 -- Potraviny,0,4820042655138,,,
Zele bobony 200g,29.9,13 -- Potraviny,0,4820218095713,,,
Zele bonbon 400g,44.9,13 -- Potraviny,0,5903839701269,,,
Želé cukr 200g,39.9,13 -- Potraviny,0,4000512010890,0,12,
Želé cukrovinka 200g,39.9,13 -- Potraviny,0,4000512364436,0,12,
Želé cukrovinka 200g,39.9,13 -- Potraviny,0,4000512364443,0,12,
Zele cukrovinka 245g,39.9,13 -- Potraviny,0,4820218098042,,,
Zele cukrovinka 245g,29.9,13 -- Potraviny,0,4820218098059,,,
Zele cukrovinka s prichuti jahody 85g,19.9,13 -- Potraviny,0,8592601108244,16.9,,
Zele cukrovinka s prichuti visene 85g,19.9,13 -- Potraviny,0,8592601109227,16.9,,
Zele hadi,3.5,13 -- Potraviny,0,712943370279,0,,
zele hamburger,5,13 -- Potraviny,0,h,0,,
Zele mysky,4.5,13 -- Potraviny,0,4000512993889,0,,
Zele Platky 130g,32.9,13 -- Potraviny,0,6936168700015,0,,
Zele s ovocnou prichuti 200g,36.9,13 -- Potraviny,-27,5906491001326,,,
Zelebobonny 200g srdicka gusto,29.9,13 -- Potraviny,-1,8594173410268,0,12,
Zelena kari 400ml,64.9,13 -- Potraviny,0,8853662002040,,,
ZELENA kava 100%natural 230g,129,13 -- Potraviny,-2,8594000775263,,,
Zelena sriracha chilli omacka s prichuti konopneho 455ml,139,13 -- Potraviny,-5,8853662062501,,,
Zelene caj 200g,99,13 -- Potraviny,-13,8936154950415,,,
Zelene feferonky v olej 150g,54.9,13 -- Potraviny,0,4045319265678,0,,
Zelene olivy 260ml,46.9,13 -- Potraviny,0,5201306813362,0,,
Zelene olivy 300g,24.9,13 -- Potraviny,0,20113032,0,,
Zelene Olivy bez pecky 200g,27.9,13 -- Potraviny,0,8594044971140,0,,
Zelene olivy plnene 350g,34.9,13 -- Potraviny,0,8410134053902,,,
Zelene olivy plnene tuHakem 300g,49.9,13 -- Potraviny,-5,8594012795983,0,12,
zelene olivy s peckou 350g,29.9,13 -- Potraviny,0,8426622202110,,12,
zelenia 300g,27.9,13 -- Potraviny,0,8595624792865,,,
Zelenina,15.9,11 -- Ovoce - Zelenina,0,RAU,0,,
Zelenina gril 50g,27.9,15 -- Textil,0,8594172447074,,,
Zeleninova omacka APETIT 680g,64.9,13 -- Potraviny,-2,655726994203,,,
zeleninova omacka na cestoviny 370g,29.9,13 -- Potraviny,0,8595008105076,0,,
Zeleninova polevka 480g,74.9,13 -- Potraviny,-3,4260168540619,,,
Zeleninova smes 500g,69.9,13 -- Potraviny,-3,4823105400737,,,
zeleninova smes 750g,49.9,13 -- Potraviny,0,20068172,0,,
zeleninova smes 750g,49.9,13 -- Potraviny,0,20068189,0,,
zeleninova smes 750g,49.9,13 -- Potraviny,0,20068196,0,,
zeleninova smes 750g,45.9,13 -- Potraviny,0,4015587001629,0,,
zeleninova smes 750g,49.9,13 -- Potraviny,0,4015587001643,0,,
zeleninova smes 750g,45.9,13 -- Potraviny,0,4015587001681,0,,
zeleninove leco 330g,32.9,13 -- Potraviny,-7,8595008102327,0,12,
Zeleninove leco s klobasou 300g,99,13 -- Potraviny,-4,8594201830266,,,
Zeleninovy bujon,19.9,11 -- Ovoce - Zelenina,0,8585002432278,0,12,
Zeleninovy Bujon Knorr 4x28g,34.9,13 -- Potraviny,0,8712566205912,0,,
Zeleninovy polevka 480g,74.9,13 -- Potraviny,-1,4260168540626,,,
Zeleny caj 0.5l,38.9,09 -- Napoje,-149,8936193070013,,,
Zeleny caj 100g,39.9,13 -- Potraviny,0,8936154950521,,,
ZELENY CAJ 100G,69.9,13 -- Potraviny,-9,8936001170652,,,
Zeleny caj 200g,119,13 -- Potraviny,-5,8936001170669,,,
Zeleny Caj 200g,59.9,13 -- Potraviny,-5,8936154950538,,,
Zeleny caj 35g,46.9,13 -- Potraviny,0,5901086052226,,,
Zeleny caj 500g,139,13 -- Potraviny,-2,8936001170034,0,,
zeleny caj 50g,64.9,13 -- Potraviny,-1,4823096801162,,,
Zeleny caj 90g,59.9,13 -- Potraviny,0,680275048572,,,
Zeleny caj Jemca 45g,5,13 -- Potraviny,0,8594004171511,0,,
Zelený čaj tancuong 100g,39.9,13 -- Potraviny,-20,8936001170027,0,12,
